#node1	node2	node1_string_internal_id	node2_string_internal_id	node1_external_id	node2_external_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
Atm	Bcl2	2112380	2111690	10090.ENSMUSP00000113388	10090.ENSMUSP00000108371	0	0	0	0	0	0	0	0.614	0.614
Ucp2	Pparg	2112851	2093113	10090.ENSMUSP00000120967	10090.ENSMUSP00000000450	0	0	0	0	0	0	0	0.614	0.614
Chek2	Cdk1	2104828	2094764	10090.ENSMUSP00000066679	10090.ENSMUSP00000020099	0	0	0.383	0.755	0.243	0.34	0	0.778	0.614
Cdc27	Pten	2108514	2094170	10090.ENSMUSP00000091452	10090.ENSMUSP00000013807	0	0	0	0	0.173	0.537	0	0.068	0.613
Eif4ebp1	Igf1r	2098910	2093723	10090.ENSMUSP00000033880	10090.ENSMUSP00000005671	0	0	0	0	0	0.061	0	0.605	0.613
Sos1	Irs1	2104984	2104432	10090.ENSMUSP00000067786	10090.ENSMUSP00000063795	0	0	0	0	0.054	0	0.44	0.326	0.612
Irs1	Fasn	2104432	2102627	10090.ENSMUSP00000063795	10090.ENSMUSP00000052872	0	0	0	0	0	0	0	0.612	0.612
Acly	Mcat	2110942	2102400	10090.ENSMUSP00000103012	10090.ENSMUSP00000051569	0.104	0	0	0	0.124	0	0	0.546	0.612
Chek2	Bub1	2104828	2097328	10090.ENSMUSP00000066679	10090.ENSMUSP00000028858	0	0	0	0	0.344	0.051	0	0.425	0.611
Tsc2	Fasn	2109084	2102627	10090.ENSMUSP00000094986	10090.ENSMUSP00000052872	0	0	0	0	0	0	0	0.611	0.611
Rptor	Cdk1	2096691	2094764	10090.ENSMUSP00000026671	10090.ENSMUSP00000020099	0	0	0	0	0.054	0	0	0.603	0.608
Cdca8	Chek1	2107296	2099199	10090.ENSMUSP00000081319	10090.ENSMUSP00000034625	0	0	0	0	0.545	0	0	0.171	0.607
Txndc2	Acaca	2102978	2094986	10090.ENSMUSP00000054909	10090.ENSMUSP00000020843	0.071	0	0	0	0.052	0	0	0.59	0.607
Txndc2	Acacb	2102978	2098236	10090.ENSMUSP00000054909	10090.ENSMUSP00000031583	0.071	0	0	0	0.052	0	0	0.59	0.607
H2afx	Mdm2	2102373	2094859	10090.ENSMUSP00000051432	10090.ENSMUSP00000020408	0	0	0	0	0	0	0	0.607	0.607
Ghrhr	Prop1	2105018	2103364	10090.ENSMUSP00000068120	10090.ENSMUSP00000057231	0	0	0	0	0.121	0	0	0.569	0.605
Eif4ebp1	Plk1	2098910	2098695	10090.ENSMUSP00000033880	10090.ENSMUSP00000033154	0	0	0	0	0.075	0	0	0.59	0.605
Pou1f1	Ghrhr	2114577	2105018	10090.ENSMUSP00000135113	10090.ENSMUSP00000068120	0	0	0	0	0	0	0	0.604	0.604
Chek2	Cdk2	2104828	2096601	10090.ENSMUSP00000066679	10090.ENSMUSP00000026416	0	0	0.405	0.681	0.114	0.34	0	0.775	0.594
Cebpb	Mdm2	2105262	2094859	10090.ENSMUSP00000069850	10090.ENSMUSP00000020408	0	0	0	0	0.085	0.535	0	0.114	0.591
Sos1	Igf1	2104984	2103282	10090.ENSMUSP00000067786	10090.ENSMUSP00000056668	0	0	0	0	0	0	0.528	0.171	0.591
Cenpe	Cdk2	2103478	2096601	10090.ENSMUSP00000057938	10090.ENSMUSP00000026416	0	0	0	0	0.26	0.11	0	0.426	0.59
H2afx	Incenp	2102373	2096332	10090.ENSMUSP00000051432	10090.ENSMUSP00000025562	0	0	0	0	0.516	0.072	0	0.158	0.589
Mre11a	Pten	2099107	2094170	10090.ENSMUSP00000034405	10090.ENSMUSP00000013807	0	0	0	0	0.409	0.113	0	0.277	0.588
Egfr	Akt1	2094834	2093284	10090.ENSMUSP00000020329	10090.ENSMUSP00000001780	0	0	0	0.617	0	0.1	0.296	0.979	0.587
Eif4ebp1	Cdk1	2098910	2094764	10090.ENSMUSP00000033880	10090.ENSMUSP00000020099	0	0	0	0	0.063	0	0	0.575	0.585
Sos1	Rheb	2104984	2097962	10090.ENSMUSP00000067786	10090.ENSMUSP00000030787	0	0	0	0	0.089	0.358	0.217	0.198	0.584
Acly	Oxsm	2110942	2095461	10090.ENSMUSP00000103012	10090.ENSMUSP00000022311	0	0	0	0	0.113	0	0	0.55	0.583
Kl	Pparg	2106690	2093113	10090.ENSMUSP00000077899	10090.ENSMUSP00000000450	0	0	0	0	0.042	0.047	0	0.58	0.583
Ttk	Incenp	2104584	2096332	10090.ENSMUSP00000064839	10090.ENSMUSP00000025562	0	0	0	0	0.478	0	0	0.228	0.581
Chek2	Cdc20	2104828	2093817	10090.ENSMUSP00000066679	10090.ENSMUSP00000006565	0	0	0	0	0.19	0.044	0	0.502	0.581
Top3b	Rad17	2095839	2095404	10090.ENSMUSP00000023465	10090.ENSMUSP00000022136	0.318	0	0	0	0.118	0.266	0	0.156	0.578
Chek1	Plk1	2099199	2098695	10090.ENSMUSP00000034625	10090.ENSMUSP00000033154	0	0	0	0.679	0.454	0	0	0.715	0.577
Birc5	Mdm2	2106931	2094859	10090.ENSMUSP00000079124	10090.ENSMUSP00000020408	0	0	0	0	0	0.095	0	0.55	0.576
Mtor	H2afx	2110226	2102373	10090.ENSMUSP00000099510	10090.ENSMUSP00000051432	0	0	0	0	0.049	0.135	0	0.525	0.575
Cenpa	Ttk	2112931	2104584	10090.ENSMUSP00000122831	10090.ENSMUSP00000064839	0	0	0	0	0.522	0.115	0	0.073	0.574
Bcl2	Igf1r	2111690	2093723	10090.ENSMUSP00000108371	10090.ENSMUSP00000005671	0	0	0	0	0	0.042	0.113	0.539	0.574
Rps6kb1	Cdkn1a	2112781	2095964	10090.ENSMUSP00000119715	10090.ENSMUSP00000023829	0	0	0	0	0	0.112	0.27	0.397	0.574
Bcl2	Insr	2111690	2108203	10090.ENSMUSP00000108371	10090.ENSMUSP00000088837	0	0	0	0	0	0.042	0.113	0.539	0.574
Insr	Ghr	2108203	2105199	10090.ENSMUSP00000088837	10090.ENSMUSP00000069457	0	0	0	0	0.066	0.045	0.161	0.496	0.573
Ube2c	Incenp	2107801	2096332	10090.ENSMUSP00000085581	10090.ENSMUSP00000025562	0	0	0	0	0.561	0	0	0.067	0.573
Bcl2	Mre11a	2111690	2099107	10090.ENSMUSP00000108371	10090.ENSMUSP00000034405	0	0	0	0	0	0	0	0.571	0.571
Cenpa	Chek1	2112931	2099199	10090.ENSMUSP00000122831	10090.ENSMUSP00000034625	0	0	0	0	0.377	0.065	0	0.311	0.564
Rheb	Igf1r	2097962	2093723	10090.ENSMUSP00000030787	10090.ENSMUSP00000005671	0	0	0	0	0.046	0.167	0.217	0.382	0.564
Mre11a	Top3b	2099107	2095839	10090.ENSMUSP00000034405	10090.ENSMUSP00000023465	0.07	0	0	0	0.164	0.1	0	0.447	0.562
Rps6kb1	Shc1	2112781	2108594	10090.ENSMUSP00000119715	10090.ENSMUSP00000091940	0	0	0	0	0	0.062	0.212	0.455	0.562
Igf1	Rheb	2103282	2097962	10090.ENSMUSP00000056668	10090.ENSMUSP00000030787	0	0	0	0	0	0	0.268	0.426	0.561
Tsc2	Cdk1	2109084	2094764	10090.ENSMUSP00000094986	10090.ENSMUSP00000020099	0	0	0	0	0.05	0.063	0	0.544	0.559
Mtor	Mdm4	2110226	2105341	10090.ENSMUSP00000099510	10090.ENSMUSP00000070411	0	0	0	0	0.055	0	0	0.552	0.559
Lcp2	Akt1	2113352	2093284	10090.ENSMUSP00000126796	10090.ENSMUSP00000001780	0	0	0	0	0	0.072	0.211	0.445	0.558
Mtor	Cdkn1a	2110226	2095964	10090.ENSMUSP00000099510	10090.ENSMUSP00000023829	0	0	0	0	0	0.062	0	0.549	0.558
Agtr1a	Akt1	2105430	2093284	10090.ENSMUSP00000070958	10090.ENSMUSP00000001780	0	0	0	0	0	0.072	0.097	0.514	0.557
Pck1	Pparg	2097389	2093113	10090.ENSMUSP00000029017	10090.ENSMUSP00000000450	0	0	0	0	0	0.047	0	0.555	0.557
Bcl2	Chek1	2111690	2099199	10090.ENSMUSP00000108371	10090.ENSMUSP00000034625	0	0	0	0	0.049	0.048	0	0.547	0.554
Bcl2	Pparg	2111690	2093113	10090.ENSMUSP00000108371	10090.ENSMUSP00000000450	0	0	0	0	0	0.062	0.157	0.481	0.553
Chek2	Lmna	2104828	2097617	10090.ENSMUSP00000066679	10090.ENSMUSP00000029699	0	0	0	0	0.096	0.388	0	0.257	0.553
Cdk2	Rad17	2096601	2095404	10090.ENSMUSP00000026416	10090.ENSMUSP00000022136	0	0	0	0	0.153	0.072	0	0.475	0.552
Rps6	Rheb	2110399	2097962	10090.ENSMUSP00000099878	10090.ENSMUSP00000030787	0	0	0	0	0.049	0	0	0.548	0.552
Mtor	Shc1	2110226	2108594	10090.ENSMUSP00000099510	10090.ENSMUSP00000091940	0	0	0	0	0	0.065	0.18	0.463	0.552
Rad17	Cdk1	2095404	2094764	10090.ENSMUSP00000022136	10090.ENSMUSP00000020099	0	0	0	0	0.148	0.072	0	0.477	0.551
Bcl2	Chek2	2111690	2104828	10090.ENSMUSP00000108371	10090.ENSMUSP00000066679	0	0	0	0	0.053	0	0	0.544	0.55
H2afx	Ccnb2	2102373	2099229	10090.ENSMUSP00000051432	10090.ENSMUSP00000034742	0	0	0	0	0.416	0.111	0	0.198	0.548
Fasn	Irs2	2102627	2100009	10090.ENSMUSP00000052872	10090.ENSMUSP00000038514	0	0	0	0	0	0	0	0.547	0.547
Acly	Insr	2110942	2108203	10090.ENSMUSP00000103012	10090.ENSMUSP00000088837	0	0	0	0	0.054	0.113	0	0.501	0.545
Acly	Msra	2110942	2104705	10090.ENSMUSP00000103012	10090.ENSMUSP00000065754	0	0	0	0	0	0	0	0.544	0.544
Trp53	Eif4ebp1	2111141	2098910	10090.ENSMUSP00000104298	10090.ENSMUSP00000033880	0	0	0	0	0.052	0	0	0.538	0.543
Crebbp	Cdk1	2095752	2094764	10090.ENSMUSP00000023165	10090.ENSMUSP00000020099	0	0	0	0	0.067	0.229	0.146	0.342	0.541
Mtor	Ccna2	2110226	2097462	10090.ENSMUSP00000099510	10090.ENSMUSP00000029270	0	0	0	0	0.043	0.31	0.149	0.28	0.541
Ube2c	Chek1	2107801	2099199	10090.ENSMUSP00000085581	10090.ENSMUSP00000034625	0	0	0	0	0.452	0	0	0.191	0.538
Bcl2	H2afx	2111690	2102373	10090.ENSMUSP00000108371	10090.ENSMUSP00000051432	0	0	0	0	0	0	0	0.538	0.538
Irs2	Acaca	2100009	2094986	10090.ENSMUSP00000038514	10090.ENSMUSP00000020843	0	0	0	0	0.173	0	0	0.462	0.536
Cdk2	Akt1	2096601	2093284	10090.ENSMUSP00000026416	10090.ENSMUSP00000001780	0	0	0.264	0.661	0	0.215	0.141	0.836	0.534
Prdx1	Cdk1	2110830	2094764	10090.ENSMUSP00000102078	10090.ENSMUSP00000020099	0	0	0	0	0.054	0.113	0	0.484	0.529
Rheb	Egfr	2097962	2094834	10090.ENSMUSP00000030787	10090.ENSMUSP00000020329	0	0	0	0	0	0.115	0.212	0.379	0.529
Ucp2	Fasn	2112851	2102627	10090.ENSMUSP00000120967	10090.ENSMUSP00000052872	0	0	0	0	0.053	0	0	0.522	0.528
Insr	Cebpb	2108203	2105262	10090.ENSMUSP00000088837	10090.ENSMUSP00000069850	0	0	0	0	0	0.103	0	0.495	0.527
Ccnb1	Mdm2	2105622	2094859	10090.ENSMUSP00000071989	10090.ENSMUSP00000020408	0	0	0	0	0.078	0.062	0.336	0.274	0.527
Mtor	Fasn	2110226	2102627	10090.ENSMUSP00000099510	10090.ENSMUSP00000052872	0	0	0	0	0.055	0.048	0	0.515	0.526
Irs2	Pparg	2100009	2093113	10090.ENSMUSP00000038514	10090.ENSMUSP00000000450	0	0	0	0	0	0.062	0	0.512	0.523
Acacb	Pck1	2098236	2097389	10090.ENSMUSP00000031583	10090.ENSMUSP00000029017	0	0	0	0	0.053	0	0	0.517	0.523
Lcp2	Bcl2	2113352	2111690	10090.ENSMUSP00000126796	10090.ENSMUSP00000108371	0	0	0	0	0	0	0	0.523	0.523
H2afx	Akt1	2102373	2093284	10090.ENSMUSP00000051432	10090.ENSMUSP00000001780	0	0	0	0	0	0.062	0	0.51	0.521
Acly	Igf1r	2110942	2093723	10090.ENSMUSP00000103012	10090.ENSMUSP00000005671	0	0	0	0	0.054	0.113	0	0.476	0.521
Mtor	Mre11a	2110226	2099107	10090.ENSMUSP00000099510	10090.ENSMUSP00000034405	0	0	0	0	0.069	0.307	0	0.318	0.521
Tsc2	Pparg	2109084	2093113	10090.ENSMUSP00000094986	10090.ENSMUSP00000000450	0	0	0	0	0	0.111	0	0.483	0.52
Eif4ebp1	Egfr	2098910	2094834	10090.ENSMUSP00000033880	10090.ENSMUSP00000020329	0	0	0	0	0	0	0	0.519	0.519
Rps6kb1	Acaca	2112781	2094986	10090.ENSMUSP00000119715	10090.ENSMUSP00000020843	0	0	0	0	0.044	0.114	0	0.475	0.517
Ghr	Igf1r	2105199	2093723	10090.ENSMUSP00000069457	10090.ENSMUSP00000005671	0	0	0	0	0	0.045	0.161	0.445	0.516
Cdc27	Cenpe	2108514	2103478	10090.ENSMUSP00000091452	10090.ENSMUSP00000057938	0	0	0	0	0.177	0.115	0	0.387	0.515
Trp53	Lmna	2111141	2097617	10090.ENSMUSP00000104298	10090.ENSMUSP00000029699	0	0	0	0	0.051	0	0	0.51	0.515
Lcp2	Shc1	2113352	2108594	10090.ENSMUSP00000126796	10090.ENSMUSP00000091940	0	0	0	0	0	0.11	0	0.476	0.514
Chek2	Cenpe	2104828	2103478	10090.ENSMUSP00000066679	10090.ENSMUSP00000057938	0	0	0	0	0.23	0.218	0	0.257	0.514
Bcl2	Shc1	2111690	2108594	10090.ENSMUSP00000108371	10090.ENSMUSP00000091940	0	0	0	0	0.049	0	0	0.509	0.513
Kif2c	Chek1	2104499	2099199	10090.ENSMUSP00000064261	10090.ENSMUSP00000034625	0	0	0	0	0.436	0	0	0.171	0.513
Ccnb1	Akt1	2105622	2093284	10090.ENSMUSP00000071989	10090.ENSMUSP00000001780	0	0	0	0	0.089	0.111	0	0.445	0.511
Acly	Akt1	2110942	2093284	10090.ENSMUSP00000103012	10090.ENSMUSP00000001780	0	0	0	0	0.067	0.049	0	0.491	0.51
Mtor	Crebbp	2110226	2095752	10090.ENSMUSP00000099510	10090.ENSMUSP00000023165	0	0	0	0	0.076	0.169	0	0.411	0.509
Mtor	Wrn	2110226	2098950	10090.ENSMUSP00000099510	10090.ENSMUSP00000033990	0	0	0	0	0.069	0.403	0	0.186	0.508
H2afx	Bub1	2102373	2097328	10090.ENSMUSP00000051432	10090.ENSMUSP00000028858	0	0	0	0	0.229	0.062	0	0.371	0.505
Chek2	Aurkb	2104828	2095125	10090.ENSMUSP00000066679	10090.ENSMUSP00000021277	0	0	0.391	0.744	0.328	0.115	0	0.473	0.504
Chek2	Pten	2104828	2094170	10090.ENSMUSP00000066679	10090.ENSMUSP00000013807	0	0	0	0	0.053	0.115	0	0.455	0.503
Mlst8	Irs2	2104608	2100009	10090.ENSMUSP00000065004	10090.ENSMUSP00000038514	0	0	0	0	0	0	0.393	0.216	0.503
Insr	Rictor	2108203	2102432	10090.ENSMUSP00000088837	10090.ENSMUSP00000051809	0	0	0	0	0.077	0.062	0	0.467	0.499
Prdx1	Acacb	2110830	2098236	10090.ENSMUSP00000102078	10090.ENSMUSP00000031583	0.056	0	0	0	0.055	0	0	0.482	0.497
Trp53	Bub1	2111141	2097328	10090.ENSMUSP00000104298	10090.ENSMUSP00000028858	0	0	0	0	0.052	0.073	0	0.474	0.497
Prdx1	Acaca	2110830	2094986	10090.ENSMUSP00000102078	10090.ENSMUSP00000020843	0.056	0	0	0	0.055	0	0	0.482	0.497
Agtr1a	Pparg	2105430	2093113	10090.ENSMUSP00000070958	10090.ENSMUSP00000000450	0	0	0	0	0	0.055	0	0.489	0.496
Mad2l1	H2afx	2110075	2102373	10090.ENSMUSP00000098897	10090.ENSMUSP00000051432	0	0	0	0	0.445	0.048	0	0.117	0.494
Ube2c	H2afx	2107801	2102373	10090.ENSMUSP00000085581	10090.ENSMUSP00000051432	0	0	0	0	0.425	0	0	0.156	0.494
Crebbp	Pten	2095752	2094170	10090.ENSMUSP00000023165	10090.ENSMUSP00000013807	0	0	0	0	0.111	0.074	0	0.434	0.494
Acly	Gpx4	2110942	2109063	10090.ENSMUSP00000103012	10090.ENSMUSP00000094863	0	0	0	0	0.093	0	0	0.465	0.494
Aurka	Pten	2097382	2094170	10090.ENSMUSP00000028997	10090.ENSMUSP00000013807	0	0	0	0	0.084	0.151	0	0.397	0.49
Trp53	Grb2	2111141	2095072	10090.ENSMUSP00000104298	10090.ENSMUSP00000021090	0	0	0	0	0	0.059	0	0.48	0.489
Ccnb2	Mdm2	2099229	2094859	10090.ENSMUSP00000034742	10090.ENSMUSP00000020408	0	0	0	0	0.078	0.062	0.336	0.216	0.489
Cebpb	Crebbp	2105262	2095752	10090.ENSMUSP00000069850	10090.ENSMUSP00000023165	0	0	0	0	0	0.149	0.202	0.307	0.488
Tsc2	Igf1	2109084	2103282	10090.ENSMUSP00000094986	10090.ENSMUSP00000056668	0	0	0	0	0	0	0	0.487	0.487
Prdx1	Cdk2	2110830	2096601	10090.ENSMUSP00000102078	10090.ENSMUSP00000026416	0	0	0	0	0.054	0.101	0	0.445	0.487
Plk1	Mdm2	2098695	2094859	10090.ENSMUSP00000033154	10090.ENSMUSP00000020408	0	0	0	0	0.048	0.111	0	0.443	0.487
Aurka	Mdm2	2097382	2094859	10090.ENSMUSP00000028997	10090.ENSMUSP00000020408	0	0	0	0	0.053	0.111	0	0.437	0.485
Trp53	Bub1b	2111141	2099749	10090.ENSMUSP00000104298	10090.ENSMUSP00000037126	0	0	0	0	0.051	0	0	0.48	0.485
Chek1	Incenp	2099199	2096332	10090.ENSMUSP00000034625	10090.ENSMUSP00000025562	0	0	0	0	0.339	0	0	0.251	0.485
Trp53	Pappa	2111141	2107327	10090.ENSMUSP00000104298	10090.ENSMUSP00000081545	0	0	0	0	0	0	0	0.484	0.484
Cdc27	Ndc80	2108514	2096108	10090.ENSMUSP00000091452	10090.ENSMUSP00000024851	0	0	0	0	0.311	0.068	0	0.26	0.484
Egfr	Pparg	2094834	2093113	10090.ENSMUSP00000020329	10090.ENSMUSP00000000450	0	0	0	0	0	0.132	0	0.431	0.484
Bcl2	Grb2	2111690	2095072	10090.ENSMUSP00000108371	10090.ENSMUSP00000021090	0	0	0	0	0	0.073	0	0.465	0.483
Cenpe	Mad1l1	2103478	2098220	10090.ENSMUSP00000057938	10090.ENSMUSP00000031534	0	0	0	0	0.092	0.115	0	0.407	0.483
Bcl2	Eif4ebp1	2111690	2098910	10090.ENSMUSP00000108371	10090.ENSMUSP00000033880	0	0	0	0	0	0	0	0.482	0.482
Igf1	Cdk2	2103282	2096601	10090.ENSMUSP00000056668	10090.ENSMUSP00000026416	0	0	0	0	0	0	0	0.482	0.482
Rps6kb1	Cdk2	2112781	2096601	10090.ENSMUSP00000119715	10090.ENSMUSP00000026416	0	0	0.396	0.689	0	0.215	0.141	0.558	0.482
Igf1r	Pparg	2093723	2093113	10090.ENSMUSP00000005671	10090.ENSMUSP00000000450	0	0	0	0	0	0.115	0.201	0.326	0.481
Cdc16	Bub1	2101759	2097328	10090.ENSMUSP00000047950	10090.ENSMUSP00000028858	0	0	0	0	0.228	0	0	0.35	0.478
Cdk1	Akt1	2094764	2093284	10090.ENSMUSP00000020099	10090.ENSMUSP00000001780	0	0	0.265	0.679	0	0.215	0.141	0.626	0.477
Rps6	Pten	2110399	2094170	10090.ENSMUSP00000099878	10090.ENSMUSP00000013807	0	0	0	0	0.055	0.047	0	0.465	0.476
Irs2	Rheb	2100009	2097962	10090.ENSMUSP00000038514	10090.ENSMUSP00000030787	0	0	0	0	0	0	0.217	0.359	0.476
Tsc2	Irs2	2109084	2100009	10090.ENSMUSP00000094986	10090.ENSMUSP00000038514	0	0	0	0	0.054	0	0	0.468	0.475
Cdk2	Incenp	2096601	2096332	10090.ENSMUSP00000026416	10090.ENSMUSP00000025562	0	0	0	0	0.282	0.082	0	0.268	0.475
Mtor	Ccnb1	2110226	2105622	10090.ENSMUSP00000099510	10090.ENSMUSP00000071989	0	0	0	0	0	0.31	0.149	0.177	0.474
Birc5	Chek2	2106931	2104828	10090.ENSMUSP00000079124	10090.ENSMUSP00000066679	0	0	0	0	0.157	0	0	0.4	0.473
Irs2	Eif4ebp1	2100009	2098910	10090.ENSMUSP00000038514	10090.ENSMUSP00000033880	0	0	0	0	0	0	0	0.473	0.473
Ccnb1	Mre11a	2105622	2099107	10090.ENSMUSP00000071989	10090.ENSMUSP00000034405	0	0	0	0	0.209	0.052	0	0.352	0.472
Chek1	Pten	2099199	2094170	10090.ENSMUSP00000034625	10090.ENSMUSP00000013807	0	0	0	0	0.059	0.048	0	0.456	0.471
H2afx	Egfr	2102373	2094834	10090.ENSMUSP00000051432	10090.ENSMUSP00000020329	0	0	0	0	0	0.107	0	0.429	0.469
Trp53	Irs1	2111141	2104432	10090.ENSMUSP00000104298	10090.ENSMUSP00000063795	0	0	0	0	0	0	0	0.468	0.468
Bcl2	Tsc2	2111690	2109084	10090.ENSMUSP00000108371	10090.ENSMUSP00000094986	0	0	0	0	0	0	0	0.468	0.468
Mapkap1	Rps6	2111755	2110399	10090.ENSMUSP00000108751	10090.ENSMUSP00000099878	0	0	0	0	0	0.308	0	0.261	0.467
Pten	Cdc20	2094170	2093817	10090.ENSMUSP00000013807	10090.ENSMUSP00000006565	0	0	0	0	0.106	0.115	0.203	0.253	0.466
Ucp2	Acaca	2112851	2094986	10090.ENSMUSP00000120967	10090.ENSMUSP00000020843	0	0	0	0	0	0	0	0.465	0.465
Igf1	Rptor	2103282	2096691	10090.ENSMUSP00000056668	10090.ENSMUSP00000026671	0	0	0	0	0	0	0	0.465	0.465
Atm	Insr	2112380	2108203	10090.ENSMUSP00000113388	10090.ENSMUSP00000088837	0	0	0	0	0.05	0.062	0.161	0.368	0.464
Cenpa	Trp53	2112931	2111141	10090.ENSMUSP00000122831	10090.ENSMUSP00000104298	0	0	0	0	0.052	0.073	0.216	0.313	0.463
Tsc2	Egfr	2109084	2094834	10090.ENSMUSP00000094986	10090.ENSMUSP00000020329	0	0	0	0	0	0	0	0.462	0.462
Mlst8	Pten	2104608	2094170	10090.ENSMUSP00000065004	10090.ENSMUSP00000013807	0	0	0	0	0.053	0	0	0.455	0.462
Igf1	Rictor	2103282	2102432	10090.ENSMUSP00000056668	10090.ENSMUSP00000051809	0	0	0	0	0	0	0	0.462	0.461
Rps6kb1	Egfr	2112781	2094834	10090.ENSMUSP00000119715	10090.ENSMUSP00000020329	0	0	0	0.623	0	0.1	0.212	0.732	0.461
Rictor	Igf1r	2102432	2093723	10090.ENSMUSP00000051809	10090.ENSMUSP00000005671	0	0	0	0	0.076	0.062	0	0.428	0.461
Atm	Aurkb	2112380	2095125	10090.ENSMUSP00000113388	10090.ENSMUSP00000021277	0	0	0	0	0	0	0	0.46	0.46
Atm	Crebbp	2112380	2095752	10090.ENSMUSP00000113388	10090.ENSMUSP00000023165	0	0	0	0	0.074	0.109	0	0.399	0.46
Wrn	Plk1	2098950	2098695	10090.ENSMUSP00000033990	10090.ENSMUSP00000033154	0	0	0	0	0.08	0.211	0	0.315	0.459
Atm	Egfr	2112380	2094834	10090.ENSMUSP00000113388	10090.ENSMUSP00000020329	0	0	0	0	0	0	0	0.459	0.459
Chek2	Aurka	2104828	2097382	10090.ENSMUSP00000066679	10090.ENSMUSP00000028997	0	0	0.399	0.728	0.257	0.115	0	0.473	0.459
Rptor	Acaca	2096691	2094986	10090.ENSMUSP00000026671	10090.ENSMUSP00000020843	0	0	0	0	0.053	0	0	0.451	0.458
Egfr	Igf1r	2094834	2093723	10090.ENSMUSP00000020329	10090.ENSMUSP00000005671	0	0	0	0.625	0.049	0.111	0.127	0.867	0.457
Aurkb	Mdm2	2095125	2094859	10090.ENSMUSP00000021277	10090.ENSMUSP00000020408	0	0	0	0	0.053	0.105	0	0.411	0.457
Atm	Ccnb1	2112380	2105622	10090.ENSMUSP00000113388	10090.ENSMUSP00000071989	0	0	0	0	0.052	0.048	0	0.447	0.457
Cdc27	Chek2	2108514	2104828	10090.ENSMUSP00000091452	10090.ENSMUSP00000066679	0	0	0	0	0.077	0.274	0	0.252	0.455
Cenpa	Crebbp	2112931	2095752	10090.ENSMUSP00000122831	10090.ENSMUSP00000023165	0	0	0	0	0.048	0.323	0	0.223	0.455
H2afx	Pten	2102373	2094170	10090.ENSMUSP00000051432	10090.ENSMUSP00000013807	0	0	0	0	0.049	0.047	0	0.446	0.454
Mtor	Ccnb2	2110226	2099229	10090.ENSMUSP00000099510	10090.ENSMUSP00000034742	0	0	0	0	0	0.31	0.149	0.142	0.452
Mtor	Cbl	2110226	2100642	10090.ENSMUSP00000099510	10090.ENSMUSP00000041902	0	0	0	0	0.052	0.047	0.196	0.334	0.451
Irs1	Acacb	2104432	2098236	10090.ENSMUSP00000063795	10090.ENSMUSP00000031583	0	0	0	0	0.173	0	0	0.364	0.451
Igf1	Fasn	2103282	2102627	10090.ENSMUSP00000056668	10090.ENSMUSP00000052872	0	0	0	0	0	0	0	0.45	0.45
Bub3	Chek2	2107328	2104828	10090.ENSMUSP00000081547	10090.ENSMUSP00000066679	0	0	0	0	0.077	0.062	0	0.413	0.448
Bcl2	Lmna	2111690	2097617	10090.ENSMUSP00000108371	10090.ENSMUSP00000029699	0	0	0	0	0.05	0	0	0.443	0.448
Insr	Mdm2	2108203	2094859	10090.ENSMUSP00000088837	10090.ENSMUSP00000020408	0	0	0	0	0.052	0.102	0.161	0.319	0.448
Rps6kb1	Cdk1	2112781	2094764	10090.ENSMUSP00000119715	10090.ENSMUSP00000020099	0	0	0.391	0.724	0	0.215	0.141	0.478	0.447
Birc5	Igf1r	2106931	2093723	10090.ENSMUSP00000079124	10090.ENSMUSP00000005671	0	0	0	0	0.053	0.044	0.108	0.393	0.444
Acly	Mre11a	2110942	2099107	10090.ENSMUSP00000103012	10090.ENSMUSP00000034405	0	0	0	0	0.128	0	0	0.389	0.444
Tsc2	Ccnb1	2109084	2105622	10090.ENSMUSP00000094986	10090.ENSMUSP00000071989	0	0	0	0	0.043	0.062	0	0.43	0.444
Acly	Hlcs	2110942	2109622	10090.ENSMUSP00000103012	10090.ENSMUSP00000097112	0	0	0	0	0.249	0	0	0.29	0.444
Cdkn1a	Igf1r	2095964	2093723	10090.ENSMUSP00000023829	10090.ENSMUSP00000005671	0	0	0	0	0	0.044	0.133	0.384	0.444
Mtor	Plk1	2110226	2098695	10090.ENSMUSP00000099510	10090.ENSMUSP00000033154	0	0	0	0	0.046	0	0.18	0.345	0.443
Irs2	Egfr	2100009	2094834	10090.ENSMUSP00000038514	10090.ENSMUSP00000020329	0	0	0	0	0	0.068	0	0.425	0.442
Mre11a	Plk1	2099107	2098695	10090.ENSMUSP00000034405	10090.ENSMUSP00000033154	0	0	0	0	0.215	0	0	0.315	0.44
Insr	Crebbp	2108203	2095752	10090.ENSMUSP00000088837	10090.ENSMUSP00000023165	0	0	0	0	0.054	0.141	0.063	0.349	0.438
Mad2l1	Wrn	2110075	2098950	10090.ENSMUSP00000098897	10090.ENSMUSP00000033990	0	0	0	0	0.056	0.401	0	0.085	0.437
Crebbp	Egfr	2095752	2094834	10090.ENSMUSP00000023165	10090.ENSMUSP00000020329	0	0	0	0	0	0	0	0.437	0.437
Atm	Aurka	2112380	2097382	10090.ENSMUSP00000113388	10090.ENSMUSP00000028997	0	0	0	0	0	0	0	0.437	0.437
