,Quiescent 1h/control,Quiescent 6h/control,Quiescent 24h/control,Quiescent 96h/control,Rapamycin 1h/control,Rapamycin 6h/control,Rapamycin 24h/control,Rapamycin 96h/control,IGF 0.5h/control,IGF 1h/control,IGF 3h/control,IGF 6h/control,IGF 24h/control,Apoptosis 0.5h/control,Apoptosis 1h/control,Apoptosis 3h/control,Apoptosis 6h/control,Senescent 1h/control,Senescent 6h/control,Senescent 24h/control,Senescent 96h/control
CDK1/CDC2 (Phospho-Thr14),-0.178223535,0.196251657,0.33581042,0.296578564,-0.068562558,-0.215415586,0.01553698,0.129758885,0.010907555,0.09316608,-0.616170717,-0.292974457,-0.051028444,0.22990699,0.129379665,-0.062494661,-0.147592553,0.046348432,0.09839858,0.026100005,0.37311949
FAK (Phospho-Ser910),1.219324536,0.687886805,0.361736145,0.016765251,1.413114425,-0.204020447,-0.732331199,1.322177258,1.312023303,-0.246054398,-0.160232367,0.167129512,-0.659680861,-0.058562594,-0.966860731,0.071193584,-0.775787287,-0.391023002,0.73466368,-1.123455535,-0.594939791
FosB (Phospho-Ser27),0.137237436,0.234286187,0.213563335,0.168299358,-0.299245207,0.463444415,-0.01001476,0.182626496,0.059079169,0.289930241,0.568886191,1.179929243,-0.217061196,0.449033496,-0.069529912,0.233905894,0.144089604,0.406941354,-0.070986941,-0.229058068,-0.191714702
GRK1 (Phospho-Ser21),0.071119215,0.3350003,0.026005732,-0.466965348,-0.469515428,-0.17606645,-0.395794932,-0.223065413,-0.841748268,-0.282142511,0.399717037,0.834520221,-0.51610054,0.623562799,0.587940603,0.676849314,0.274403768,-0.07965383,-0.101766617,0.105536056,0.13512545
HDAC3 (Phospho-Ser424),0.026014966,0.099201828,0.257630446,-0.15192083,-0.027949576,0.004513255,-0.144178267,-0.048952712,-0.119626487,0.126932961,-0.047354939,0.850620157,-0.240680309,0.612864368,-0.309393508,0.018709746,0.009891972,0.119645226,0.039348559,-0.319080708,0.31480485
HDAC6 (Phospho-Ser22),-0.108673394,-0.109345593,0.100653091,-1.139524211,-0.344343601,-0.53718975,-0.445599679,-0.639233317,-0.284315649,-0.37424124,0.248926042,-0.554599068,-0.60914689,-0.710402174,-0.752572542,-0.323902344,-0.368734183,-0.559468013,-0.713311565,-1.288361676,-2.055327457
HER3/ErbB3 (Phospho-Tyr1222),-0.080808266,0.65467213,0.349127129,0.486799371,-0.045961354,0.610901597,-0.17802505,-0.12941273,0.057744645,0.263400606,1.126944581,0.52235194,0.263504455,2.926671163,0.224092687,-0.056486024,0.060124672,0.418291509,0.273761913,0.131835102,-0.329754181
HER3/ErbB3 (Phospho-Tyr1289),-0.097707919,0.339364545,0.23064923,0.148608877,-0.27550554,0.246487816,-0.332582669,-0.276729,0.683888914,0.323677369,0.980132654,0.633115613,0.15869698,0.546908673,0.198086238,-0.160542925,-0.071798123,0.36888662,0.114615119,-0.089994314,-0.586034347
HER4/ErbB4 (Phospho-Tyr1284),0.970973139,0.072109338,0.697477043,0.215119784,-0.200311246,0.121858608,-0.059116958,0.160682894,0.146338164,-0.170716566,-0.509868818,-0.693606955,0.119854214,-0.811861991,0.081980454,-0.191994655,0.364030071,0.161756462,-0.395420141,-0.080530089,0.422504353
PKA-R2B (Phospho-Ser113),0.455806067,1.073634447,0.367346675,1.872649288,0.612202008,0.354621527,0.241473901,0.399552909,0.480925432,0.687502808,1.030399367,0.510184803,-0.213926663,0.528543516,0.234406355,0.600092209,0.466716614,0.386051997,-0.000526151,0.044844485,1.495852003
Smad1 (Phospho-Ser187),0.156633275,1.662703,1.398171006,0.974177843,0.35113143,0.238995384,-0.018996079,0.170261862,0.302907633,0.542537061,1.208138919,0.892894808,0.41698262,1.34347826,0.289809747,0.224775356,0.37680471,1.307017382,1.038742557,0.406580563,1.403491181
Smad2 (Phospho-Ser250),0.183862166,0.970895621,0.512177242,1.359584759,0.810040664,0.15521332,-0.297921647,-0.22512526,0.586167256,0.607309456,1.692540161,1.355870369,1.22517706,1.273847732,0.18198683,-0.24894024,0.109126562,1.524700523,0.583029961,0.236018788,0.663834561
Smad2 (Phospho-Thr220),0.181822356,0.937094868,0.463968603,0.458430966,2.976452466,0.249239048,-0.21037681,-0.134264753,0.160676523,0.336725631,1.364074519,1.068919643,0.534036486,1.329117742,0.421075985,0.243843493,0.442562266,0.670448942,0.540983458,0.247835526,0.594492396
Smad2/3 (Phospho-Thr8),0.368928192,0.021820891,0.284700888,0.232222654,1.106438124,-0.086553028,0.116367594,0.108840941,-0.128840786,-0.038575917,-0.134365967,-0.29257274,0.04300937,-0.190573762,0.282901834,0.327679937,0.236416854,0.202422083,0.128050146,0.105985848,0.741788117
Smad3 (Phospho-Thr179),0.029822036,0.318330586,0.003615888,0.07689298,0.776518401,-0.148322505,-0.288562586,-0.084082521,-0.022276367,-0.036013912,0.650554803,0.052694897,0.030706336,0.203800679,-0.126174819,-0.016649268,0.11997369,0.16302223,-0.102322329,-0.010578918,-0.157572787
Smad3 (Phospho-Ser204),0.002808162,0.679859975,0.303420987,0.309259632,0.069200037,0.259096765,-0.395931727,-0.308609539,0.259692738,0.245794271,1.158188021,0.874479171,1.090797245,0.736617972,0.064092877,-0.144233231,-0.030112871,0.657612015,0.412280798,0.354076509,-0.601146031
Smad3 (Phospho-Ser208),0.096835179,0.696076956,0.407978695,0.164301192,-0.044389965,0.094297023,-0.153946382,-0.118523995,0.149329324,0.121225803,1.130702707,0.769975866,1.057960502,0.771204466,0.399644472,0.224584259,0.116518375,0.76472869,0.460878783,0.402423573,-0.077791032
Smad3 (Phospho-Ser213),1.509967459,1.067765084,1.643052018,1.799014988,0.238688005,0.742227057,0.221749522,1.554478244,1.600386898,1.656891173,1.68345775,0.859782859,2.442584814,0.959021872,1.510686386,1.384419775,1.514133954,0.656511982,0.323768327,2.855721365,0.63688838
STAT5A (Phospho-Ser725),-0.0501667,-0.224742923,0.144332191,0.119205793,-0.162244778,-0.14846807,-0.119715446,-0.018137782,-0.148271761,-0.12801228,0.087714472,0.016780202,0.542684615,0.012180972,0.079734379,-0.030803152,-0.051467146,0.146668415,0.015090117,0.08220421,0.000238076
Calsenilin/KCNIP3 (Phospho-Ser63),0.694424869,-0.615194567,0.628658805,-0.606179044,0.519852769,-0.4406506,0.391932488,0.307305141,0.532867013,-0.276880879,-0.689117112,-1.158139176,-0.673206751,-0.997665374,-0.569981515,0.468402317,0.152146516,-0.281893783,-0.410453924,-0.129186412,0.847215844
NMDAR2B (Phospho-Tyr1472),-0.023816059,-0.098930349,0.071877104,-0.292973326,0.253161607,-0.229821835,-0.281478807,0.06877752,-0.239359849,-0.717824855,-0.21304667,0.397135124,-1.099406801,0.027620139,0.297727239,0.713401514,0.29274869,-0.156996397,0.091011119,-0.711809702,0.384031982
PECAM-1 (Phospho-Tyr713),-0.138715008,0.421241979,0.239350123,0.451427614,-0.06713825,0.035141089,0.144892746,0.055985478,-0.119286606,0.07181562,-0.402276731,0.021324893,-0.240360801,0.125472752,0.044388313,0.038892419,0.113077523,0.212901843,0.131695757,-0.123504254,0.168647908
PTPRA (Phospho-Tyr798),-0.285845991,0.637851223,-0.010799233,-0.750122441,-0.229487119,-0.320085688,0.015478367,0.399951994,-0.41406987,0.301151816,-0.108104522,0.113985292,-0.334932479,0.204255581,0.904539107,0.659991534,0.652061873,-0.187105051,-0.397959917,0.025063562,1.299983877
TFII-I (Phospho-Tyr248),-0.267847356,0.118488118,-0.103527125,-0.524817998,-0.13116645,-0.272220107,0.015636306,0.148341854,-0.503008409,-0.399116088,0.047301625,0.845318948,-0.450347027,0.90438426,0.940777779,0.524245515,0.032798966,0.141435058,-0.070828075,0.056650709,0.662320106
ACK1 (Phospho-Tyr284),-0.315541766,0.08237531,0.003498822,-0.880489326,-0.450748304,-0.101601707,-0.225528077,-0.104920415,0.754553802,0.144847161,0.271325788,0.568798018,-0.773108957,0.349377148,-0.505941731,-0.212786941,-0.258062815,0.000913239,-0.360519385,-0.59183513,-0.354462883
ALK (Phospho-Tyr1507),-0.33676106,-0.249276643,-0.153428146,-0.949013123,-0.334471272,-0.365273882,0.201355837,0.144626313,-0.142793911,-0.133815087,-0.751757382,-0.43211665,-0.65664273,-0.149367973,0.038628492,0.382649454,0.155164717,-0.423936689,-0.411735833,-0.410882272,0.525984556
ALK (Phospho-Tyr1604),-0.11833898,-0.104591931,0.08671344,-0.470827514,-0.124786649,-0.081489541,0.452947726,0.841738336,0.870476252,0.105834664,-0.027441365,0.506191586,-0.264211834,0.081775044,0.399537274,0.988534593,0.341066479,-0.03380876,-0.11725572,0.298324651,1.398852414
BLNK (Phospho-Tyr96),-0.63464144,-0.463345692,-0.158436757,-1.237131963,-0.5814473,-0.885073295,0.018477419,0.285434492,-0.829621053,-0.439757707,-0.498456534,0.31520813,-0.583048383,0.181925855,-0.025599669,0.489733357,0.323582616,-0.123480788,-0.678611149,-0.480221507,1.336535732
ETK (Phospho-Tyr40),-0.917420564,-0.319577422,0.085902681,-0.495159899,-0.578867661,-0.376099588,-0.163164761,-0.210609632,-0.675543306,-0.612696569,-0.224489924,-1.066864584,-0.70879756,-0.388084073,-0.477503534,-0.032593675,-0.427405092,-0.847181417,-0.667155954,-0.669763197,-0.333220235
Pim-1 (Phospho-Tyr309),0.008578992,0.310703319,0.309777443,0.039211294,-0.066610991,0.050999085,0.033448308,0.134754354,0.172304798,0.222790993,0.619603293,0.452461739,0.528209185,0.52866114,0.360604752,0.122381861,0.097272757,0.747238065,0.344971757,0.204595531,0.613949466
PLD1 (Phospho-Ser561),0.312020526,0.294344713,0.12808627,0.203984571,3.048756027,-0.445901372,-0.101667316,0.095668927,-0.262927963,0.162646713,-0.033589935,0.259972326,-0.827712037,0.145501825,-0.663900082,-0.239378979,0.04827034,-0.192708885,0.296204389,-0.156884197,2.676951368
BCR (Phospho-Tyr360),-0.271627112,0.104307069,-0.064291629,-0.071028257,1.236889031,-0.3239505,0.17190225,0.24711983,-0.101437749,0.119879236,-0.449726205,-0.439569627,-0.293683563,-0.293418692,-0.009018093,0.330586308,0.207203572,-0.138180456,-0.09048169,-0.139409966,2.198459085
Breast tumor kinase (Phospho-Tyr447),-0.508162194,-0.521809174,-0.336098042,-1.228148452,0.645570045,-0.572917668,-0.134701661,0.176348501,-0.766920016,-0.441423962,-0.449300178,-0.019436248,-0.403699912,-0.164107223,0.308696985,0.597844113,-0.033662614,-0.371223915,-0.281658276,0.985894329,0.132098403
ADD1 (Phospho-Ser726),-0.069675156,-0.2506781,-0.105183494,-0.361970799,-0.159284377,-0.440117601,-0.51592379,-0.454050683,-0.570999298,-0.519822278,-0.084834289,-0.191074162,-0.024438687,0.116562127,-0.409558771,-0.354075412,-0.035681252,-0.203183302,-0.244825282,-0.180745256,-0.915637492
CD5 (Phospho-Tyr453),-0.086218294,-0.450214675,-0.653097098,-1.424711535,-0.875820794,-1.535674465,-0.787123596,-0.602591957,-1.700943301,-1.336270465,-0.928425172,-0.915034967,-1.07187905,-0.841986247,-0.882719809,0.663476973,0.676164742,-0.445984972,-0.782213507,-0.46702052,-0.88555885
M-CSF Receptor (Phospho-Tyr561),-0.148790094,-0.374341922,-0.039449035,0.056246628,-0.060675433,-0.51095363,0.046403595,0.496486235,-0.17660115,-0.316519059,-0.517619969,-0.462918768,-0.574246514,-0.803040656,-0.45823278,0.625709846,0.161992849,-0.527740515,-0.320595155,-0.24471676,0.343067334
DAPP1 (Phospho-Tyr139),0.530816592,0.404522342,-0.213027496,1.872649487,0.071126043,-0.235789303,0.263598706,0.505449922,0.797659843,0.802461563,-0.552786402,0.939535534,-0.302848924,-0.393012394,-0.030921241,0.404116598,0.409471661,-0.320733575,0.088657034,0.068608308,0.163673755
DDX5/DEAD-box protein 5 (Phospho-Tyr593),-0.240530349,0.166015141,-0.217889871,-0.36029264,-0.294628289,-0.610783825,0.287695007,0.356100888,-0.359724801,-0.224409064,-0.799631937,-0.593781315,-1.045295387,-0.684497714,-0.295574767,0.60394376,0.040579875,-0.325717623,0.018758521,0.484098203,0.911866922
HCK (Phospho-Tyr410),-1.139388197,-1.847185485,-0.411996437,-1.826955456,-0.219950944,-0.92414621,-0.169773748,-0.370371511,-0.56500096,-0.7362576,-2.321237169,-1.663313118,-1.496169333,-1.533203375,-1.555872532,-0.085133208,-0.498335812,-1.673236233,-0.785078346,-0.6272677,-0.507269547
Raf1 (Ab-296),0.103455696,0.185264283,0.264967236,0.069111224,0.29363729,0.022753088,0.121725714,0.236330992,0.360394059,-0.020200825,-0.566978528,-0.581583331,-0.555116882,0.252035059,0.089607806,0.136419119,0.198380378,0.168381045,0.207793931,-0.212370418,0.472898721
Cyclin B1 (Ab-147),0.611953236,0.483699003,0.193854644,-0.84875942,-0.442231639,-0.267168807,-0.383001811,-0.245329043,-0.629459476,-0.33942375,0.399817879,1.119399887,-0.554941384,0.380342145,0.059393367,-0.431009562,0.168842899,-0.230654636,-0.085285323,-0.23832941,-0.543615368
Cyclin E1 (Ab-77),-0.027113708,-0.777372779,0.232366917,-1.225665781,-0.023760946,-0.603422206,0.138271435,0.305165737,-0.149269802,-0.13446094,-1.361321582,-0.933439471,-0.72424306,-1.190296773,0.101067344,0.127149098,0.287632951,-0.562769472,-0.662707507,-0.418879221,1.104733161
eIF4G (Ab-1108),0.075995581,0.02969807,0.16776293,-0.170734796,-0.019467307,-0.140785447,0.003533639,0.308351972,2.038607513,-0.123165719,-0.660311691,-0.510592619,-0.591577567,-0.47877237,0.437778399,-0.131627268,0.132244507,-0.093296697,-0.16489357,-0.214136202,0.449193156
IRS-1 (Ab-794),-0.202634909,0.26278558,0.004885089,0.298998084,-0.315665496,0.46445691,-0.311147957,-0.208404309,0.893236745,0.386534313,0.448806468,-0.278159172,0.008762585,0.172017574,-0.164713504,-0.586543511,-0.138016957,0.557632053,0.107699582,-0.091034314,-0.769966202
LAT (Ab-171),-0.478318046,0.184234658,0.046346935,-0.655359868,-0.343463415,-0.49380039,-0.37835075,-0.421870265,0.141842177,-0.664107911,-0.851355016,-0.90416909,-1.002401104,-0.693087277,-0.700511834,-0.633786598,-0.138330759,-0.542800621,-0.423425611,-0.352105712,-0.710030691
LKB1 (Ab-428),0.086609021,0.071939742,0.079237332,0.004261827,-0.43792152,0.172790185,-0.244061136,-0.39569542,0.56033045,0.075250168,0.463383265,-0.302165432,-0.244403257,-0.006999806,-0.00871824,-0.511123269,-0.261619298,0.221525405,0.017484191,-0.312000267,-0.803256093
LKB1 (Ab-189),1.505245693,0.509123335,0.052656199,0.258471968,-0.314461309,0.029950929,-0.182385702,-0.168201731,-0.026585382,0.054213944,-0.029652992,-0.353614369,-0.199007652,0.270463411,-0.005560444,-0.189615048,-0.151269686,0.167705128,0.067566081,-0.092166118,-0.379757287
MEK1 (Ab-298),8.960461804,0.49069793,0.037636568,1.006456366,1.444120956,0.650824447,-0.644620481,0.16819676,-1.361710962,-1.032972198,-1.189930951,-0.869328519,-0.086630485,-1.3517263,-1.382094199,-0.712882563,-0.296903288,-0.9886137,-0.349113338,-0.976981984,3.381088559
MEK1 (Ab-286),0.52302418,-0.103328467,0.318948698,-0.534007145,-0.139483231,-0.191315932,0.135433921,-0.171714319,-0.858573961,-0.337938847,-0.730897965,-1.194336414,-0.933679496,-0.761861594,-0.544712336,-0.559816765,0.101983692,-0.508394561,-0.134816151,-0.476068009,0.391639993
MSK1 (Ab-360),0.925647821,0.038743372,0.554660352,-0.44365259,0.506252099,-0.013728422,0.431377281,1.017541743,0.481463022,-0.136114074,-1.012896922,-1.525157422,-0.32082876,-1.063357614,-0.403023411,-0.0076776,0.264598036,0.031900466,-0.035804789,-0.327361309,1.454626377
MSK1 (Ab-581),-0.176464263,-0.321932193,-0.287362706,0.56592177,-0.182464216,-0.737137565,-0.1509105,-0.091774391,-0.639857813,-0.0311892,-1.156323319,-0.700341318,-1.129405553,-0.816124662,-0.571970904,-0.12318204,-0.240054591,-0.663825415,-0.688482195,-0.236758471,0.355268674
mTOR (Ab-2481),-0.544183872,-0.257331956,-0.131466991,-0.019183147,-0.333168468,-0.32630422,-0.443527814,-0.387645424,-0.308626117,-0.197483999,-0.674316413,-0.851117175,-0.175704245,-0.307304543,-0.358358946,-0.623310717,-0.298044648,-0.042020446,-0.168365734,-0.245516126,-0.823406663
PAK4 (Ab-474),-0.350965051,0.464997731,0.234545691,0.989086753,0.135439626,0.785134549,0.238763328,0.576686783,0.280383957,0.028452667,-0.736268608,-0.068388452,-0.252553684,0.604672498,0.25680302,0.714505391,0.291711916,0.618111386,0.85056032,-0.047880446,0.604515936
PKC alpha/beta II (Ab-638),-0.001353731,-0.438391991,0.27572873,-0.181283971,-0.359877599,-0.335732776,-0.433997469,-0.455637289,-0.420377193,-0.295053883,-0.229236962,-0.801962932,-0.046769488,-0.539667901,-0.702640625,-0.769860164,-0.301678224,-0.210899821,-0.249676489,-0.245361529,-1.139653067
PKC delta (Ab-505),-0.23476305,-0.199562606,0.013039545,0.139339458,0.080320964,0.022170665,0.015674373,0.052159818,0.222029181,0.15900047,-0.059261608,-0.391021698,0.642804886,0.039575075,-0.225633766,-0.269321332,-0.011457646,0.577376579,0.226440583,0.009551684,-0.064251974
Cyclin E2 (Phospho-Thr392),-0.963312709,-1.197020447,-0.806926148,-1.067047346,-0.609798129,-1.055588697,-0.481621977,-0.484027197,-0.811729063,-0.912389828,-0.937092525,-1.18889598,-1.117631731,-1.199658467,-0.994384676,-0.642297843,-0.377770195,-0.92743877,-0.791543219,-0.81406291,-1.123345083
PKD1/PKC mu (Ab-744/748),-0.438222543,-0.429693158,-0.009236358,-0.124380469,-0.383471846,-0.338374674,-0.085806575,-0.323526095,0.087392218,-0.176701175,-0.172129729,-0.649759973,-0.116976188,-0.234032979,-0.171874141,-0.297822375,-0.088346118,-0.217270225,-0.062691358,-0.325410195,-0.471761109
PKD1/PKC mu (Ab-910),-0.327865683,-0.149424446,0.3546547,0.07748132,-0.23219071,-0.217726017,-0.124417514,-0.060697715,0.110972998,-0.056906266,-0.444440387,-0.419463533,-0.040709688,0.212395702,0.050474346,0.083415333,-0.114990952,0.121536737,0.132628576,-0.223859757,-0.609906329
NFkB-p105/p50 (Phospho-Ser337),-0.099756837,-0.434878115,0.294426472,-0.379320291,0.685044481,-0.050164968,1.58940429,0.972249477,0.356495232,0.240167935,-1.032409952,-0.068096752,-0.517897525,-0.27419027,0.275900286,1.543827273,0.519487817,-0.087583606,0.273580012,-0.08217507,2.056509958
NFkB-p105/p50 (Phospho-Ser893),-0.634637533,-0.633750336,-0.24966336,-0.709773217,-0.208577816,-0.529619904,-0.220359133,0.446442941,-0.478345652,-0.113246317,-0.450995867,-1.215691129,-0.884607367,-0.012398844,0.024093486,-0.028872824,-0.046118197,-0.71653736,-0.277884,3.494710375,-0.081097322
NFkB-p105/p50 (Phospho-Ser907),-0.775500216,-1.368782571,-0.613422513,-1.026415206,-0.499165495,-0.986786281,-0.494227071,-0.01583431,-0.91938031,-0.52615596,-1.240497928,-0.701698262,-1.21012784,-0.732939203,-0.558281468,-0.516587104,-0.403127094,-1.129448432,-0.669124614,0.209518615,-1.117453352
Rel (Phospho-Ser503),-1.392225185,-1.373814671,-0.459403267,-0.691927386,-0.710907862,-0.735172426,-0.339299974,-0.225085825,-0.942498058,-0.461640211,0.009945989,0.7884403,-0.851030399,-0.494980828,-0.637698169,-0.281766629,-0.421916965,-0.800128719,-0.51230785,-0.586824294,-0.971635922
c-Jun (Phospho-Thr91),-0.530047129,-0.440199636,0.081255895,-0.595304034,-0.418675042,-0.058971744,-0.133969743,-0.130756294,0.025922517,-0.036812101,-0.540075807,-0.71180275,-0.409302208,-0.164525179,-0.007816799,-0.232910926,-0.219607159,-0.240382527,-0.034625643,-0.388029968,-0.483295565
c-Jun (Phospho-Thr93),-0.561822113,-0.580847728,0.580192826,-0.72701037,-0.351203559,-0.924372397,-0.296308074,-0.547947163,-0.509067564,-0.64270561,-1.606143796,-1.530815816,-1.247947681,-0.259879848,-0.78917967,-0.586836797,-0.267149092,-0.021919631,-0.110707166,-0.926202414,-0.967052619
c-Jun (Phospho-Tyr170),-0.315417753,-0.80079959,0.064774277,-0.390798572,-0.32299564,-0.424213388,-0.210749178,-0.307476344,-0.43999593,-0.128056285,-1.095452099,0.297428968,-1.188063713,-0.560669145,-0.28256973,0.236061258,0.194008113,-0.538395714,-0.473001391,-0.202098916,-0.641717463
c-Jun (Phospho-Thr239),-0.226388018,-0.212278126,-0.161940701,0.562321484,-0.333126461,-0.081022912,-0.049727323,0.00232353,0.042226856,0.015809749,-0.112973662,0.051373828,-0.164347074,0.035148442,-0.0705865,0.54580996,-0.102322787,-0.031394382,-0.01754081,-0.220354037,-0.346589312
c-Jun (Phospho-Ser243),-0.058199277,-0.000878573,0.680765524,0.999531877,0.096462459,0.106534626,0.279473245,0.337795919,0.213234448,0.455366896,0.409539552,1.401262451,0.194584167,0.988218535,0.761950039,1.406450971,0.390374672,0.518423274,0.52669127,0.419834099,1.111940349
JunB (Phospho-Ser79),-0.131543713,-0.093722322,1.783303976,-0.540604799,-0.277705165,-0.052265366,0.04295453,-0.044515336,-0.017046653,-0.027013089,-0.093486275,0.488763785,-0.672115549,-0.083955851,-0.390587775,0.089010166,0.112504378,-0.107134567,-0.010332003,-0.064032961,-0.106513288
JunB (Phospho-Ser259),-0.377434164,-0.433338595,-0.20930852,0.753734692,-0.429185877,-0.215123919,0.097173423,0.152074188,0.726977726,0.072869822,-0.113851147,0.385175643,-0.137981249,0.187729752,0.485972054,0.57063077,0.032347845,0.268989302,0.170918753,-0.031533697,0.290292138
